date,heart_rate_mean,heart_rate_min,heart_rate_max,resting_heart_rate_mean,hrv_mean,hrv_median,steps_total,active_energy_total,exercise_minutes_total,sleep_hours,recovery_score,recovery_score_lag1,sleep_hours_lag1,hrv_mean_lag1,resting_heart_rate_mean_lag1,exercise_minutes_total_lag1,active_energy_total_lag1,steps_total_lag1,recovery_score_roll3_mean,recovery_score_roll3_std,recovery_score_roll7_mean,recovery_score_roll7_std,sleep_hours_roll3_mean,sleep_hours_roll3_std,sleep_hours_roll7_mean,sleep_hours_roll7_std,hrv_mean_roll3_mean,hrv_mean_roll3_std,hrv_mean_roll7_mean,hrv_mean_roll7_std,resting_heart_rate_mean_roll3_mean,resting_heart_rate_mean_roll3_std,resting_heart_rate_mean_roll7_mean,resting_heart_rate_mean_roll7_std,exercise_minutes_total_roll3_mean,exercise_minutes_total_roll3_std,exercise_minutes_total_roll7_mean,exercise_minutes_total_roll7_std,active_energy_total_roll3_mean,active_energy_total_roll3_std,active_energy_total_roll7_mean,active_energy_total_roll7_std,steps_total_roll3_mean,steps_total_roll3_std,steps_total_roll7_mean,steps_total_roll7_std,hrv_mean_trend7,resting_heart_rate_mean_trend7,recovery_score_trend7,sleep_hours_missing,hrv_mean_missing,resting_heart_rate_mean_missing,exercise_minutes_missing,active_energy_missing,day_of_week,is_weekend,month,target_recovery_next_day,low_recovery_next_day
2025-05-15,76.00018633389409,52.66102161976495,129.74113499748228,56.9584788901021,52.6742243999698,53.325846629946554,9614.0,590.2578887934616,33.82830247852659,6.33490558079369,41.83963428425675,,,,,,,,41.83963428425675,0.0,41.83963428425675,0.0,6.33490558079369,0.0,6.33490558079369,0.0,52.6742243999698,0.0,52.6742243999698,0.0,56.9584788901021,0.0,56.9584788901021,0.0,33.82830247852659,0.0,33.82830247852659,0.0,590.2578887934616,0.0,590.2578887934616,0.0,9614.0,0.0,9614.0,0.0,,,,0,0,0,0,0,3,0,5,51.01913379727574,0
2025-05-16,78.93235425859298,56.124377298175666,123.53309923371904,57.945817574400344,55.50253516655883,56.12182913359203,11001.0,669.2351739023472,34.50715350023916,6.846316143413314,51.01913379727574,41.83963428425675,6.33490558079369,52.6742243999698,56.9584788901021,33.82830247852659,590.2578887934616,9614.0,46.42938404076625,4.589749756509493,46.42938404076625,4.589749756509493,6.590610862103501,0.2557052813098124,6.590610862103501,0.2557052813098124,54.088379783264315,1.4141553832945135,54.088379783264315,1.4141553832945135,57.45214823225122,0.49366934214912384,57.45214823225122,0.49366934214912384,34.167727989382875,0.33942551085628736,34.167727989382875,0.33942551085628736,629.7465313479045,39.488642554442805,629.7465313479045,39.488642554442805,10307.5,693.5,10307.5,693.5,,,,0,0,0,0,0,4,0,5,48.49191729591224,0
2025-05-17,74.74556657759072,51.95852054510208,114.30428927862935,58.379861168164496,55.68767995282549,53.84180008658586,12487.0,665.5960062940005,48.0969132625965,6.8218294346382,48.49191729591224,51.01913379727574,6.846316143413314,55.50253516655883,57.945817574400344,34.50715350023916,669.2351739023472,11001.0,47.116895125814914,3.871590310933679,47.116895125814914,3.871590310933679,6.667683719615067,0.23552192677077147,6.667683719615067,0.23552192677077147,54.621479839784705,1.3789905629087265,54.621479839784705,1.3789905629087265,57.76138587755565,0.5947510309354803,57.76138587755565,0.5947510309354803,38.81078974712075,6.572126856958045,38.81078974712075,6.572126856958045,641.6963563299364,36.402818957658944,641.6963563299364,36.402818957658944,11034.0,1173.1294330408161,11034.0,1173.1294330408161,,,,0,0,0,0,0,5,1,5,57.18051363103197,0
2025-05-18,82.71095699372043,64.88966781932672,122.02939673446448,55.531830109311805,58.60750811899596,58.86102499979553,13832.0,626.0393060559444,44.71838683612821,7.131010100065624,57.18051363103197,48.49191729591224,6.8218294346382,55.68767995282549,58.379861168164496,48.0969132625965,665.5960062940005,12487.0,52.23052157473998,3.649065800923689,49.632799752119176,5.498294000666412,6.933051892705713,0.1403340980719996,6.7835153147277065,0.2861010464353068,56.59924107946009,1.4220693898998218,55.61798690958752,2.0988783313818997,57.28583628395888,1.2528638409252555,57.203996935494686,1.0942321005136992,42.44081786632129,5.777016698886325,40.287689019372614,6.240058729619152,653.6234954174307,19.561467434187296,637.7820937614384,32.246523462437075,12440.0,1156.2286394423322,11733.5,1581.1626260445191,,,,0,0,0,0,0,6,1,5,70.53749731764691,0
2025-05-19,76.64878740747461,60.24449949827415,128.61024255848378,55.12048100192227,63.317452434935255,64.95330399551202,10122.0,381.3466224532485,19.5453449185051,7.779345705640223,70.53749731764691,57.18051363103197,7.131010100065624,58.60750811899596,55.531830109311805,44.71838683612821,626.0393060559444,13832.0,58.736642748197035,9.067085272039124,53.81373926522472,9.700825242380175,7.244061746781348,0.3989944514461818,6.9826813929102105,0.4734464635114493,59.20421350225223,3.1432891497066353,57.15788001465707,3.6068428438342743,56.3440574264662,1.4492928570104213,56.7872937487802,1.2854731794587226,37.453548339076605,12.737907272337761,36.13922019919911,9.999492015451779,557.6606449343977,125.71438269888691,586.4949994998004,106.55202847219464,12147.0,1533.5633885388195,11411.2,1554.2102045733711,,,,0,0,0,0,0,0,0,5,69.8727147643233,0
2025-05-20,74.58858350934555,51.649195193484886,113.1099464462437,55.066069694851514,64.78383109465298,66.02714782903841,7609.0,442.3937136659558,18.833715661574303,7.343554620438589,69.8727147643233,70.53749731764691,7.779345705640223,63.317452434935255,55.12048100192227,19.5453449185051,381.3466224532485,10122.0,65.8635752376674,6.145847004781362,56.490235181741156,10.688303292617556,7.417970142048145,0.26986171366864226,7.042826930831606,0.452637150672426,62.2362638828614,2.6348267354494737,58.42887186132305,4.349505426469678,55.239460268695204,0.20792665431332744,56.500423073125425,1.3373512385842836,27.699149138735873,12.037924596875364,33.254969442928314,11.176733837059912,483.2598807250495,103.99089722903192,562.4781185274929,111.10879878662205,10521.0,2556.147231023023,10777.5,2005.2064523800705,,,,0,0,0,0,0,1,0,5,51.601631127738614,0
2025-05-21,80.24298804367429,61.79658621376575,138.61399875894045,62.26888181935664,59.20167842120152,59.049221161979226,9984.0,472.5095913502448,30.09102847181573,7.033644690464491,51.601631127738614,69.8727147643233,7.343554620438589,64.78383109465298,55.066069694851514,18.833715661574303,442.3937136659558,7609.0,64.00394773656961,8.773960599792414,55.7918631740265,10.042220507285158,7.385515005514434,0.30587361926708273,7.041515182207733,0.41907288997092973,62.43432065026326,2.3629146449888125,58.53927279844855,4.035929635162828,57.485144172043476,3.3826862655119965,57.32448860830131,2.3680184083254066,22.823363017298377,5.147220927770551,32.80297787562652,10.406706103121207,432.08330915648304,37.9244868599909,549.6254717878861,107.57654629663725,9238.333333333334,1153.4892958131668,10664.142857142857,1877.1106542138814,,,,0,0,0,0,0,2,0,5,59.98132887999376,0
2025-05-22,75.4097577976439,54.4584267482557,117.13928865981852,60.808393361074046,61.40651564689599,60.65775354557712,10467.0,563.7436604504027,35.92153357852289,7.369117483654693,59.98132887999376,51.601631127738614,7.033644690464491,59.20167842120152,62.26888181935664,30.09102847181573,472.5095913502448,9984.0,60.48522492401856,7.467643882383788,58.38353383056036,8.296238247232894,7.24877226485259,0.15247572471387855,7.189259739759305,0.31272570565916796,61.797341720916826,2.2955995415187056,59.786742976580854,3.3155502033829207,59.381114958427396,3.1089085281092528,57.874476389868725,2.6494959512178373,28.282092570637644,7.09236994295633,33.1020108899117,10.461800427832058,492.88232182220105,51.59288391699827,545.8377248817349,106.54100078964086,9353.333333333334,1249.092025788688,10786.0,1832.1311556295777,8.732291246926188,3.849914470971946,18.141694595737007,0,0,0,0,0,3,0,5,61.57717042875595,0
2025-05-23,82.06186864464411,59.98213357503827,134.61946068933443,58.08785003964577,55.52050487197642,54.51355369704121,12155.0,639.4633955128419,46.13449342169491,7.721146924438568,61.57717042875595,59.98132887999376,7.369117483654693,61.40651564689599,60.808393361074046,35.92153357852289,563.7436604504027,10467.0,57.72004347882944,4.375149889674228,59.89182477791468,7.762854033168326,7.374636366185918,0.28069874002583134,7.314235565620055,0.325256500201752,58.70956631335798,2.428018596253889,59.7893100773548,3.312237416735274,60.38837507335882,1.7325449887856592,57.89476674204665,2.65050826472709,37.38235182401118,6.630670371300534,34.76305945011966,11.431175894348899,558.5722157711631,68.25662879234297,541.584613683234,102.0287823796165,10868.666666666666,930.7030795168897,10950.857142857143,1894.9037991843454,0.017969705417591797,0.14203246524542834,10.558036631480206,0,0,0,0,0,4,0,5,54.47777557178743,0
2025-05-24,77.82739869805062,60.80105262996165,126.49991137030852,57.5595616293141,58.65096013259278,59.39947178524823,12556.0,,,7.050167992964423,54.47777557178743,61.57717042875595,7.721146924438568,55.52050487197642,58.08785003964577,46.13449342169491,639.4633955128419,12155.0,58.67875829351238,3.0411477475193065,60.746947388753995,6.7195739090374245,7.380144133685895,0.27403694626665626,7.346855359666658,0.28293413287463826,58.5259935504884,2.4045780219683084,60.212635817321555,2.9280528653798177,58.81860167667798,1.4234290455543113,57.77758109363945,2.6445976459218947,41.028013500108905,5.10647992158602,32.54075048137352,10.857247010521613,601.6035279816224,37.85986753121979,520.9160482481063,95.67927671560804,11726.0,905.1743846721838,10960.714285714286,1903.0310945801114,2.9632801797672883,-0.8202995388503922,5.985858275875195,0,0,0,1,1,5,1,5,61.83716809949448,0
